OBJECTID,RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT
12454,12454,5906658,5156222,3,2013,Black,M,18-21,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,0,920,0
12455,12455,5935672,2616513,1,2013,Black,M,22-30,Prison Breach,Other,,M9,Incarceration,6,0,6,0,100,0,0,0
12456,12456,2510854,2672275,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,15,10,5,24,100,,,
12457,12457,1459050,6486247,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,0,0,0
12458,12458,3365817,8513406,2,2013,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,27,0,27,0,100,0,0,0
12459,12459,7641992,4730283,1,2013,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,150,0,0,0
12460,12460,3130105,8772968,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,18,12,6,12,100,0,0,0
12461,12461,3450708,8064059,1,2013,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
12462,12462,9175383,375837,1,2013,Black,M,41-50,Assault with Significant Bodily Injury,Violent,,M8,Probation,6,6,0,12,100,,,
12463,12463,9175383,375837,2,2013,Black,M,41-50,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,
12464,12464,5044041,4193972,1,2013,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
12465,12465,6361976,4736414,1,2013,Black,M,18-21,Robbery,Violent,,M6,Short Split,24,24,1,18,100,,,
12466,12466,4583586,5964594,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
12467,12467,450363,6399045,1,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,32,0,32,0,100,,,
12468,12468,1018494,816356,3,2013,Black,M,31-40,Unauthorized Use of A Vehicle - Prior Conviction,Property,,M8,Incarceration,18,0,18,0,100,0,0,0
12469,12469,6755429,498993,1,2013,Black,M,31-40,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,16,16,0,36,100,0,0,0
12470,12470,4411178,4058252,1,2013,Black,F,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,18,100,0,0,0
12471,12471,2637465,7381840,1,2013,Black,M,18-21,Poss W/I to Dist Marijuana-Fel,Drug,,D3,Short Split,18,15,3,12,100,0,0,0
12472,12472,2637465,7381840,3,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,18,15,3,12,100,0,0,0
12473,12473,4805181,9522673,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,15,0,15,0,100,0,0,0
12474,12474,4849368,8768148,1,2013,Black,M,22-30,Burglary One,Property,,M5,Incarceration,96,0,96,0,100,0,0,0
12475,12475,4849368,8768148,2,2013,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
12476,12476,9275770,4378278,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,18,1,12,100,0,0,0
12477,12477,9275770,4378278,3,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,12,6,6,12,100,0,0,0
12478,12478,4588950,2806969,1,2013,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,20,0,20,0,100,0,0,0
12479,12479,9050162,4533898,1,2013,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
12480,12480,493148,7776221,4,2013,Black,M,15-17,Carry Pistol Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
12481,12481,493148,7776221,5,2013,Black,M,15-17,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
12482,12482,493148,7776221,9,2013,Black,M,15-17,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,120,0,120,0,100,0,0,0
12483,12483,6038598,79541,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,8,8,1,12,100,,,
12484,12484,7193996,916770,1,2013,Black,M,41-50,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
12485,12485,7193996,916770,4,2013,Black,M,41-50,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
12486,12486,9867035,5448474,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,6,6,1,12,100,,,
12487,12487,9294483,2408031,1,2013,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,10,9,1,10,100,0,0,0
12488,12488,212524,5100232,2,2013,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
12489,12489,5032950,2704507,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
12490,12490,105410,6891699,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,18,18,1,24,100,,,
12491,12491,2676365,7105549,1,2013,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,10,6,4,24,100,,,
12492,12492,4927585,6882146,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
12493,12493,7085189,5298507,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0
12494,12494,5065828,957787,1,2013,Other or Unknown,,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0
12495,12495,3542628,9950741,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0
12496,12496,4628948,4956271,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,30,24,6,12,100,0,0,0
12497,12497,2944792,3315151,1,2013,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,16,16,0,12,100,0,0,0
12498,12498,2439131,5188358,1,2013,Black,M,22-30,Second Degree Sexual Abuse,Sex,,M8,Incarceration,84,0,84,0,100,0,0,0
12499,12499,2439131,5188358,2,2013,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M6,Incarceration,84,0,84,0,100,0,0,0
12500,12500,8677863,64718,1,2013,White,M,31-40,Prisoner Escape,Other,,M9,Incarceration,9,0,9,0,100,0,0,0
12501,12501,4148573,8421907,2,2013,White,M,51-60,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,12,100,,,
12502,12502,888310,3077326,1,2013,Black,M,18-21,Conspiracy,Other,,M9,Incarceration,24,0,24,0,100,0,0,0
12503,12503,888310,3077326,5,2013,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
12504,12504,888310,3077326,8,2013,Black,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,120,0,120,0,100,0,0,0
12505,12505,888310,3077326,11,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
12506,12506,9005323,3743013,6,2013,Black,M,22-30,First Degree Sexual Abuse,Sex,,M6,Incarceration,40,0,40,0,100,0,0,0
12507,12507,9132322,9289308,1,2013,White,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,,,
12508,12508,8481300,1154332,1,2013,Other or Unknown,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Short Split,30,28,2,24,150,0,0,0
12509,12509,3940592,6092912,2,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
12510,12510,9434173,5356312,1,2013,Black,M,41-50,Carry Pistol Outside Home/Business,Weapon,,M8,Incarceration,36,0,36,0,100,0,0,0
12511,12511,9434173,5356312,2,2013,Black,M,41-50,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,48,0,48,0,100,0,0,0
12512,12512,5657028,3646648,2,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,24,12,12,12,100,0,0,0
12513,12513,2062,8495998,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0
12514,12514,9748042,1222221,1,2013,White,M,18-21,Attempt to Commit Robbery,Violent,,M8,Short Split,20,16,4,18,150,,,
12515,12515,288240,7453598,1,2013,Black,M,18-21,Prison Breach,Other,,M9,Short Split,6,6,1,24,100,,,
12516,12516,5587757,7453598,1,2013,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Short Split,9,9,1,24,100,,,
12517,12517,4032251,1127332,1,2013,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
12518,12518,4032251,1127332,2,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
12519,12519,4453021,1466504,1,2013,Black,,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,12,12,0,8,100,,,
12520,12520,7240166,8749007,1,2013,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Short Split,15,9,6,2,100,0,0,0
12521,12521,5071184,771555,1,2013,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,14,14,0,12,100,0,0,0
12522,12522,7237558,4103898,1,2013,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,15,15,1,24,100,,,
12523,12523,729624,3309526,2,2013,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,50,0,50,0,100,0,0,0
12524,12524,729624,3309526,3,2013,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
12525,12525,729624,3309526,4,2013,Black,M,31-40,Carry Dang Weapon-Outside Home/Business (Prior Felony),Weapon,,M8,Incarceration,16,0,16,0,100,0,0,0
12526,12526,729624,3309526,5,2013,Black,M,31-40,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
12527,12527,3038060,6466735,1,2013,Black,M,18-21,Robbery,Violent,,M8,Incarceration,18,0,18,0,100,0,235,0
12528,12528,6163238,4277038,1,2013,Other or Unknown,M,22-30,Fourth Degree Sex Abuse- Others,Sex,,M8,Incarceration,36,0,36,0,100,0,0,0
12529,12529,7872234,1658558,3,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Incarceration,10,0,10,0,100,0,0,0
12530,12530,6710113,6372937,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
12531,12531,2544460,346152,2,2013,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
12532,12532,2325992,4691015,1,2013,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
12533,12533,1324848,2229536,1,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,22,0,22,0,100,0,0,0
12534,12534,6257030,1544032,1,2013,Black,M,22-30,Assault W/I to Commit Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
12535,12535,1746864,698787,1,2013,Black,M,15-17,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,0,0,0
12536,12536,9880691,3806856,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Short Split,16,16,1,24,100,,,
12537,12537,3729527,6080800,1,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,18,6,12,12,100,0,0,0
12538,12538,2848600,619641,1,2013,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,10,0,10,0,100,0,0,0
12539,12539,9018543,9410635,1,2013,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,24,0,24,0,100,0,0,0
12540,12540,3038119,5857608,1,2013,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,14,0,14,0,150,0,300,0
12541,12541,1622744,8381018,1,2013,Black,M,41-50,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
12542,12542,2267851,660847,1,2013,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Short Split,15,10,5,24,100,,,
12543,12543,6930030,9021788,1,2013,Black,M,18-21,Burglary Two,Property,,M8,Probation,12,12,0,12,100,,,
12544,12544,716951,695980,1,2013,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,22,0,22,0,100,0,0,0
12545,12545,833861,3012567,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
12546,12546,9837971,6097108,1,2013,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,8,8,0,14,100,,,
12547,12547,8668564,5592351,1,2013,Black,M,61-70,Contempt - Felony,Other,,M9,Probation,3,3,0,12,100,0,0,0
12548,12548,8668564,5592351,3,2013,Black,M,61-70,Contempt - Felony,Other,,M9,Probation,3,3,0,12,100,0,0,0
12549,12549,8668564,5592351,4,2013,Black,M,61-70,Contempt - Felony,Other,,M9,Probation,3,3,0,12,100,0,0,0
12550,12550,3209561,485922,1,2013,Black,M,22-30,Second Degree Child Sex Abuse,Sex,,M8,Probation,24,24,0,24,100,0,0,0
12551,12551,4718587,943231,1,2013,Black,M,51-60,Robbery,Violent,,M6,Incarceration,43,0,43,0,175,0,0,0
12552,12552,9176257,6673573,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
12553,12553,7204946,654759,1,2013,Black,M,22-30,Poss W/I to Dist Marijuana-Fel,Drug,,D4,Probation,12,12,0,18,100,0,0,0
12554,12554,9002667,6796911,1,2013,Black,M,41-50,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,12,0,12,0,100,0,0,0
12555,12555,425332,1782286,1,2013,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D4,Short Split,10,10,1,12,100,0,0,0
12556,12556,8921073,6544499,3,2013,Black,M,41-50,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
12557,12557,4538907,5921154,1,2013,Other or Unknown,M,31-40,Involuntary Manslaughter,Homicide,Involuntary Manslaughter,M5,Incarceration,48,0,48,0,100,0,0,0
12558,12558,777160,8580812,1,2013,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,16,0,16,0,100,,,
12559,12559,8096573,9340414,1,2013,Other or Unknown,F,51-60,Theft First Degree,Property,,M8,Probation,9,9,0,60,100,0,20500,0
12560,12560,6222421,3188910,1,2013,Other or Unknown,M,31-40,Attempt to Commit Robbery,Violent,,M8,Long Split,18,10,8,18,100,0,0,0
12561,12561,5389142,9194069,2,2013,Black,M,61-70,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,40,0,40,0,150,0,0,0
12562,12562,6293900,3584657,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Incarceration,9,0,9,0,100,0,0,0
12563,12563,9368611,3826191,3,2013,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Short Split,18,12,6,18,100,0,0,0
12564,12564,9368611,3826191,4,2013,Black,M,18-21,Destruction of Property $1000 or More,Property,,M8,Short Split,18,12,6,18,100,0,500,0
12565,12565,224994,1116137,1,2013,Black,M,31-40,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,12,12,0,18,100,0,0,0
12566,12566,4726732,6676842,1,2013,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,15,11,4,18,100,0,0,0
12567,12567,1368911,4949533,3,2013,White,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,18,100,0,0,0
12568,12568,6343277,8102706,1,2013,White,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,24,100,0,0,0
12569,12569,5589268,613802,1,2013,White,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Short Split,18,14,4,18,100,,,
12570,12570,3979227,70799,1,2013,Black,M,22-30,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Short Split,9,8,1,60,100,,,
12571,12571,9580115,8872104,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Short Split,14,8,6,18,100,0,0,0
12572,12572,2435935,9120535,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,24,18,6,18,100,,,
12573,12573,7651498,2959860,1,2013,Other or Unknown,M,18-21,Second Degree Child Sex Abuse,Sex,,M6,Incarceration,54,0,54,0,750,0,0,0
12574,12574,7293503,2423166,1,2013,Black,M,22-30,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
12575,12575,4022898,4100813,1,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D4,Incarceration,7,0,7,0,100,0,0,0
12576,12576,4372785,6319432,1,2013,Black,M,41-50,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,80,0,80,0,100,0,0,0
12577,12577,42544,8036746,1,2013,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
12578,12578,2448793,3488378,2,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0
12579,12579,956256,6544499,6,2013,Black,M,41-50,Obstruction Justice (Due Administration),Other,,M5,Incarceration,60,0,60,0,100,0,0,0
12580,12580,956256,6544499,10,2013,Black,M,41-50,Contempt - Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
12581,12581,6016136,252713,1,2013,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
12582,12582,5669534,513133,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Short Split,18,12,6,18,100,,,
12583,12583,9100413,9545791,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
12584,12584,7271753,2858972,1,2013,Black,M,18-21,Robbery,Violent,,M6,Long Split,30,22,8,24,200,,,
12585,12585,1701307,5131179,2,2013,Black,M,31-40,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,9,0,9,0,100,0,0,0
12586,12586,1701307,5131179,3,2013,Black,M,31-40,Unauthorized Use of A Vehicle,Property,,M8,Long Split,18,9,9,18,100,,,
12587,12587,7164789,3507916,1,2013,Black,M,,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,15,15,0,12,250,0,0,0
12588,12588,8783338,6365263,1,2013,Black,M,18-21,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
12589,12589,6532844,5349890,1,2013,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Long Split,12,3,9,24,100,,,
12590,12590,1122690,8744054,1,2013,White,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,3,3,1,12,150,,,
12591,12591,6895856,6372465,1,2013,Black,M,18-21,Robbery,Violent,,M8,Incarceration,12,0,12,0,100,0,0,0
12592,12592,9386470,1605373,3,2013,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,24,100,0,300,0
12593,12593,3505373,4892375,1,2013,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,36,0,36,0,100,0,1756.42,0
12594,12594,7327413,1311664,1,2013,Black,M,22-30,Robbery,Violent,,M8,Incarceration,20,0,20,0,100,0,0,0
12595,12595,824102,3813333,1,2013,Black,M,31-40,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,12,6,6,12,100,,,
12596,12596,207410,7090720,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Short Split,8,8,1,12,100,,,
12597,12597,5356468,3523895,2,2013,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,12,100,,,
12598,12598,314898,4343522,1,2013,Other or Unknown,M,22-30,Robbery,Violent,,M8,Short Split,10,10,1,12,100,,,
12599,12599,3640424,9648257,1,2013,Black,M,18-21,Robbery,Violent,,M8,Incarceration,20,0,20,0,100,0,0,0
12600,12600,7166306,1239491,1,2013,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,16,16,1,12,100,0,0,0
12601,12601,5262100,682348,1,2013,Black,M,41-50,Aggravated Assault Knowingly,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
12602,12602,7373147,8649880,5,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,32,0,32,0,100,0,0,0
12603,12603,7373147,8649880,6,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Incarceration,28,0,28,0,100,0,0,0
12604,12604,1755949,9236646,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,18,18,0,18,100,0,0,0
12605,12605,5341471,8006510,1,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,0,0,0
12606,12606,3965732,9490134,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Incarceration,9,0,9,0,100,0,0,0
12607,12607,6852002,7085386,1,2013,Black,M,18-21,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,,,
12608,12608,3006446,4176944,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,20,14,6,12,100,0,0,0
12609,12609,3006446,4176944,2,2013,Black,M,31-40,Offenses Committed During Release,Other,,M9,Short Split,12,12,1,12,100,0,0,0
12610,12610,7357185,342559,1,2013,Black,M,41-50,Burglary Two,Property,,M7,Short Split,24,18,6,18,100,,,
12611,12611,8161226,3136446,1,2013,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,64,0,64,0,100,0,0,0
12612,12612,9340946,6056967,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
12613,12613,2632108,7548704,1,2013,Black,F,22-30,Perjury,Other,,M8,Probation,12,12,0,12,100,,,
12614,12614,9416995,2293322,1,2013,Black,F,31-40,Attempt to Commit Robbery,Violent,,M8,Short Split,8,8,1,12,100,,,
12615,12615,3560175,5578843,1,2013,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Incarceration,10,0,10,0,100,0,0,0
12616,12616,3560175,5578843,2,2013,Black,M,15-17,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,10,0,10,0,100,0,0,0
12617,12617,7828382,6700890,1,2013,Black,M,18-21,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
12618,12618,7828382,6700890,2,2013,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,16,0,16,0,100,0,0,0
12619,12619,3469620,2952915,2,2013,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,22,0,22,0,100,0,0,0
12620,12620,2248349,8602624,1,2013,Other or Unknown,M,18-21,Uttering,Property,,M9,Probation,4,4,0,18,100,0,0,0
12621,12621,2248349,8602624,2,2013,Other or Unknown,M,18-21,Uttering,Property,,M9,Probation,4,4,0,18,100,0,0,0
12622,12622,4513797,7168613,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,18,0,18,0,100,0,0,0
12623,12623,1422991,2685044,1,2013,Other or Unknown,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,180,0,180,0,100,0,0,0
12624,12624,7956755,9804501,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,6,6,1,6,100,,,
12625,12625,3808830,4691015,3,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,44,0,44,0,100,0,0,0
12626,12626,2885546,6092912,2,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,45,0,45,0,100,0,0,0
12627,12627,8466603,1295645,2,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0
